,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres
955780,4374,1889,4,965179277,M,18,4,43201,Insomnia (1997),Thriller
701449,1837,2367,4,974918317,M,25,2,08817,King Kong (1976),Action|Adventure|Horror
393662,3410,223,4,967416651,M,35,1,20653,Clerks (1994),Comedy
271831,2812,1923,4,972700413,M,25,17,60607,There's Something About Mary (1998),Comedy
610227,202,2433,4,976938084,M,18,4,53706,"Civil Action, A (1998)",Drama
533121,2185,541,5,975364896,M,45,17,27502,Blade Runner (1982),Film-Noir|Sci-Fi
174392,3140,318,5,969034839,F,25,4,78728,"Shawshank Redemption, The (1994)",Drama
299334,5192,913,5,961700751,M,25,7,80303,"Maltese Falcon, The (1941)",Film-Noir|Mystery
984293,3592,2151,4,966644281,F,56,2,99701,"Gods Must Be Crazy II, The (1989)",Comedy
627339,1761,3932,1,974703434,M,35,0,72058,"Invisible Man, The (1933)",Horror|Sci-Fi
875588,1634,1474,3,974716347,F,56,0,38340,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children's|Comedy
385896,2260,2324,2,974585653,F,25,20,46835,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama
919155,1861,3724,3,974698641,M,50,16,92129,Coming Home (1978),Drama|War
105346,4977,1690,3,962602054,M,25,4,92507,Alien: Resurrection (1997),Action|Horror|Sci-Fi
535373,2472,3254,3,974253425,M,25,18,37922,Wayne's World 2 (1993),Comedy
591189,4802,1982,4,963254772,M,56,1,40601,Halloween (1978),Horror
936032,1800,438,2,974741425,M,18,4,70118,"Cowboy Way, The (1994)",Action|Comedy
33335,5271,745,5,961137120,F,25,0,94110,"Close Shave, A (1995)",Animation|Comedy|Thriller
411668,5860,3253,4,958702002,F,25,4,91428,Wayne's World (1992),Comedy
190719,2063,2997,4,974659801,M,25,4,43138,Being John Malkovich (1999),Comedy
179429,4448,356,5,966368091,M,25,14,06880,Forrest Gump (1994),Comedy|Romance|War
836253,1837,1419,5,974917900,M,25,2,08817,Walkabout (1971),Drama
650510,1671,3927,4,974709664,M,35,0,98368,Fantastic Voyage (1966),Adventure|Sci-Fi
669459,1741,3633,3,974709490,M,35,7,91107,On Her Majesty's Secret Service (1969),Action
799949,5539,928,3,959919160,F,25,20,91403,Rebecca (1940),Romance|Thriller
94932,3246,3256,3,968310204,F,35,1,85258,Patriot Games (1992),Action|Thriller
314937,2828,2908,3,972597587,M,18,4,02454,Boys Don't Cry (1999),Drama
944245,1232,3754,1,974835917,F,18,4,43235,"Adventures of Rocky and Bullwinkle, The (2000)",Animation|Children's|Comedy
502109,4506,954,5,964985269,M,50,16,29464,Mr. Smith Goes to Washington (1939),Drama
624582,5654,2761,4,958845815,M,25,4,95616,"Iron Giant, The (1999)",Animation|Children's
672462,1852,1391,2,974697235,M,25,12,10036,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War
142000,3705,2571,4,966285083,M,45,7,30076,"Matrix, The (1999)",Action|Sci-Fi|Thriller
565702,2986,3129,4,970809637,M,25,4,24060,Sweet and Lowdown (1999),Comedy|Drama
944008,780,2877,3,975542881,M,25,17,91776,Tommy (1975),Drama|Musical
294441,644,1513,4,975717049,M,25,20,93704,Romy and Michele's High School Reunion (1997),Comedy
935862,3808,3384,3,965963328,M,25,7,60010,"Taking of Pelham One Two Three, The (1974)",Action
304497,3323,2395,2,968978439,M,35,14,11784,Rushmore (1998),Comedy
920895,4488,3841,2,965011285,M,35,7,72703,Air America (1990),Action|Comedy
967527,3140,3950,4,1020014043,F,25,4,78728,Tigerland (2000),Drama
504646,2919,3668,3,975447436,M,18,17,88076,Romeo and Juliet (1968),Drama|Romance
693393,5822,2648,3,957901792,F,35,4,78212,Frankenstein (1931),Horror
647409,2323,2533,4,974444511,M,35,3,13088,Escape from the Planet of the Apes (1971),Action|Sci-Fi
141241,1899,2571,4,975035148,F,45,6,02135,"Matrix, The (1999)",Action|Sci-Fi|Thriller
203578,4647,3552,3,963968892,M,35,20,80222,Caddyshack (1980),Comedy
189754,5286,1079,4,961091705,M,45,16,97068,"Fish Called Wanda, A (1988)",Comedy
441795,2116,1918,2,983027712,M,18,4,49546,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama
464324,2895,904,4,984687492,M,25,11,07039,Rear Window (1954),Mystery|Thriller
600065,5561,832,3,959375380,F,25,3,74075,Ransom (1996),Drama|Thriller
403665,4284,1356,3,965277486,M,50,7,40601,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi
97041,2181,110,4,974612081,M,25,0,45245,Braveheart (1995),Action|Drama|War
990280,2592,3372,3,974058500,M,50,7,80004-4448,"Bridge at Remagen, The (1969)",Action|War
791989,3391,94,5,967656107,M,18,4,48135,Beautiful Girls (1996),Drama
603528,678,1608,4,989239492,M,25,0,34952,Air Force One (1997),Action|Thriller
616054,5301,2605,4,960974772,M,25,17,00693,Entrapment (1999),Crime|Thriller
456096,5824,2087,3,957967678,M,18,12,18052,Peter Pan (1953),Animation|Children's|Fantasy|Musical
108215,1969,2858,3,974684985,F,25,3,92116,American Beauty (1999),Comedy|Drama
265868,1699,1704,5,981324018,F,25,19,98102,Good Will Hunting (1997),Drama
462775,3989,3039,3,965601431,M,50,12,30030,Trading Places (1983),Comedy
686663,4089,1242,5,965503678,M,25,7,79416,Glory (1989),Action|Drama|War
719344,5457,3052,3,959914653,M,18,12,55405,Dogma (1999),Comedy
953891,157,3497,3,977250392,M,35,16,12866,Max Dugan Returns (1983),Comedy
129502,2376,1196,4,974333604,M,25,1,13210,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
887601,2910,1342,3,1039659155,M,1,19,75602,Candyman (1992),Horror
995571,699,2850,2,975563024,M,18,0,73505,Public Access (1993),Drama|Thriller
261906,2376,2289,3,974333935,M,25,1,13210,"Player, The (1992)",Comedy|Drama
268232,3086,2291,4,969692050,M,18,12,98105,Edward Scissorhands (1990),Drama|Romance
234724,2532,1250,5,974053405,F,56,13,37917,"Bridge on the River Kwai, The (1957)",Drama|War
980610,4277,2425,4,965292304,M,35,16,98133,"General, The (1998)",Crime
146595,1693,3735,3,974710156,M,25,12,98684,Serpico (1973),Crime|Drama
31599,1698,1721,2,975877196,M,35,2,97214,Titanic (1997),Drama|Romance
733980,2088,1199,4,974654672,M,50,7,60618,Brazil (1985),Sci-Fi
604439,5709,1608,3,961730053,M,18,4,90024,Air Force One (1997),Action|Thriller
994300,2857,1336,3,972505827,M,25,0,10469,Body Parts (1991),Horror
923494,4016,2803,3,965531730,M,50,0,33901,"Pelican Brief, The (1993)",Thriller
690212,3807,2638,3,965966217,F,35,19,32095,"Mummy's Tomb, The (1942)",Horror
731082,5156,3420,4,1042232468,M,18,14,10024,...And Justice for All (1979),Drama|Thriller
338858,5305,1947,1,960940844,F,18,4,95602,West Side Story (1961),Musical|Romance
927454,1246,464,3,975929360,M,18,4,98225,Hard Target (1993),Action|Adventure|Crime|Thriller
610570,3494,2433,4,967037988,M,25,1,28607,"Civil Action, A (1998)",Drama
598406,4785,1422,3,963003421,F,25,14,55104,Murder at 1600 (1997),Mystery|Thriller
786063,1068,2875,4,975020032,F,18,4,77581,Sommersby (1993),Drama|Mystery|Romance
856655,939,3555,3,975173447,F,25,20,20110-5616,U-571 (2000),Action|Thriller
813245,1147,28,5,974873595,M,25,20,98101,Persuasion (1995),Romance
11819,2887,919,4,972176434,M,25,3,66205,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
587798,4086,2572,5,965503621,F,1,10,55391,10 Things I Hate About You (1999),Comedy|Romance
265025,4204,3016,4,965324235,M,35,7,06905,Creepshow (1982),Horror
935686,4303,2347,4,965268533,M,25,2,91910,"Pope of Greenwich Village, The (1984)",Action
449896,2854,3388,3,972535555,F,18,4,64151,Harry and the Hendersons (1987),Comedy
119250,2454,1442,4,978115339,M,18,0,97005,Prefontaine (1997),Drama
913837,4408,2130,4,965167343,F,45,2,19033,Atlantic City (1980),Crime|Drama|Romance
166965,2766,3451,5,973127327,M,45,7,55016,Guess Who's Coming to Dinner (1967),Comedy|Drama
270418,5519,2723,4,959654970,M,35,15,33167,Mystery Men (1999),Action|Adventure|Comedy
764536,5367,2059,1,960501485,M,18,4,55344,"Parent Trap, The (1998)",Children's|Drama
915093,4016,2177,3,965531407,M,50,0,33901,Family Plot (1976),Comedy|Thriller
647776,1088,1301,4,983744119,F,1,10,98103,Forbidden Planet (1956),Sci-Fi
437887,2030,1269,5,974745449,M,25,4,77345,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
127580,2933,590,5,971487883,M,35,11,32082,Dances with Wolves (1990),Adventure|Drama|Western
584400,3309,2528,4,967967487,M,25,17,20707,Logan's Run (1976),Action|Adventure|Sci-Fi
21509,5475,2797,5,994748558,M,25,4,94110,Big (1988),Comedy|Fantasy
544289,4253,3198,4,965309804,M,45,11,03301,Papillon (1973),Drama
393986,4763,223,5,963193351,M,56,11,04259,Clerks (1994),Comedy
612081,4183,1644,3,965332321,M,25,1,91730,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
844175,4917,3788,4,962678223,M,45,0,27312,Blowup (1966),Drama|Mystery
314207,3778,1747,3,966036969,M,25,0,61832,Wag the Dog (1997),Comedy|Drama
921616,4277,3007,4,968126056,M,35,16,98133,American Movie (1999),Documentary
277260,19,3176,2,978554289,M,1,10,48073,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
25391,5026,1270,5,962584590,M,25,17,92584,Back to the Future (1985),Comedy|Sci-Fi
734066,2860,1199,5,972506298,M,35,17,20009,Brazil (1985),Sci-Fi
175528,202,1968,3,976937409,M,18,4,53706,"Breakfast Club, The (1985)",Comedy|Drama
838818,2872,3060,4,973291911,M,25,20,94014,"Commitments, The (1991)",Comedy|Drama
685376,5900,1094,3,957426129,M,25,7,60628,"Crying Game, The (1992)",Drama|Romance|War
23544,713,1270,5,975534945,M,35,7,79912,Back to the Future (1985),Comedy|Sci-Fi
430089,2457,587,3,974179170,M,25,0,60656,Ghost (1990),Comedy|Romance|Thriller
590643,5791,2694,3,958089892,M,18,4,44074,Big Daddy (1999),Comedy
103596,3365,589,5,967662370,M,50,17,23059,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
554616,2116,1753,4,983027671,M,18,4,49546,Half Baked (1998),Comedy
711495,4957,818,3,962909122,M,25,2,48197,"Very Brady Sequel, A (1996)",Comedy
563011,3371,3396,4,967608293,M,25,2,55405,"Muppet Movie, The (1979)",Children's|Comedy
859747,2445,1590,2,974218276,M,25,0,48104,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller
298783,1983,913,5,974684522,M,25,14,92109,"Maltese Falcon, The (1941)",Film-Noir|Mystery
731471,187,1189,4,977232030,F,45,1,94061,"Thin Blue Line, The (1988)",Documentary
884213,6016,534,3,956958763,M,45,1,37209,Shadowlands (1993),Drama|Romance
524767,1333,3175,5,974776916,M,25,17,06460,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
378511,411,337,4,976302984,F,45,1,43214,What's Eating Gilbert Grape (1993),Drama
957103,4948,574,1,962645800,M,45,2,94618,Spanking the Monkey (1994),Comedy|Drama
450708,3669,316,2,966379853,M,25,14,60148,Stargate (1994),Action|Adventure|Sci-Fi
906022,3646,2365,3,966468239,M,35,20,98106,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
566050,5246,2907,3,961374183,F,18,0,64030,Superstar (1999),Comedy
983535,3180,3653,4,968775710,M,25,14,07430,"Endless Summer, The (1966)",Documentary
209524,40,2115,5,978039753,M,45,0,10543,Indiana Jones and the Temple of Doom (1984),Action|Adventure
327286,3411,1688,1,967416093,M,18,4,02139,Anastasia (1997),Animation|Children's|Musical
323551,4984,36,5,962594711,M,35,0,55405,Dead Man Walking (1995),Drama
415637,4635,778,4,964034304,M,18,4,94703,Trainspotting (1996),Drama
667889,5231,1882,1,961460089,M,35,7,92506,Godzilla (1998),Action|Sci-Fi
780132,62,2779,3,977968952,F,35,3,98105,Heaven Can Wait (1978),Comedy
243419,558,1617,5,976054282,M,35,20,55108,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
698920,3514,3082,3,966972325,M,18,12,30318,"World Is Not Enough, The (1999)",Action|Thriller
68102,3272,1103,4,968197571,M,35,0,08330,Rebel Without a Cause (1955),Drama
486786,4033,3703,4,965524977,M,25,6,43551,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi
112304,403,442,4,976303984,M,18,4,02138,Demolition Man (1993),Action|Sci-Fi
883341,524,376,3,976171603,M,18,0,91320,"River Wild, The (1994)",Action|Thriller
784635,5361,455,4,960524929,F,50,16,92026,Free Willy (1993),Adventure|Children's|Drama
790776,1121,3263,3,1022867993,M,56,7,78701,White Men Can't Jump (1992),Comedy
531805,4386,1073,5,965232423,M,25,5,74055,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy
949442,6025,273,2,956730837,F,25,1,32607,Mary Shelley's Frankenstein (1994),Drama|Horror
537968,6023,1586,4,956751889,M,25,0,43213,G.I. Jane (1997),Action|Drama|War
522486,2484,2371,3,974147028,M,45,5,31901,Fletch (1985),Comedy
353401,4647,1221,5,963969786,M,35,20,80222,"Godfather: Part II, The (1974)",Action|Crime|Drama
509069,2592,2000,3,973826392,M,50,7,80004-4448,Lethal Weapon (1987),Action|Comedy|Crime|Drama
25112,4411,1270,5,970366298,M,18,4,92122,Back to the Future (1985),Comedy|Sci-Fi
728509,4433,1222,4,965099873,M,25,0,43081,Full Metal Jacket (1987),Action|Drama|War
820988,4956,1299,5,962643055,M,35,15,77007,"Killing Fields, The (1984)",Drama|War
377309,3450,1589,4,967244962,M,25,5,78251,Cop Land (1997),Crime|Drama|Mystery
609809,2010,1487,2,974687405,M,18,4,81520,Selena (1997),Drama|Musical
405398,1714,3178,4,974707872,M,25,17,43212,"Hurricane, The (1999)",Drama
344083,556,2469,4,976054987,F,25,9,37221,Peggy Sue Got Married (1986),Comedy|Romance
871449,1737,1969,3,974708434,M,35,20,46614,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",Horror
606628,4161,3646,2,965335782,M,45,0,90404,Big Momma's House (2000),Comedy
301840,5107,1733,3,962338709,F,45,0,08081,Afterglow (1997),Drama|Romance
66407,2181,2628,5,974666817,M,25,0,45245,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
494947,2129,2193,2,983417843,M,25,5,04103,Willow (1988),Action|Adventure|Fantasy
712339,326,678,2,980987999,M,50,11,25302,Some Folks Call It a Sling Blade (1993),Drama|Thriller
376690,728,3259,4,975515229,M,25,6,11598,Far and Away (1992),Drama|Romance
177544,3889,1244,5,965799160,M,45,6,66203,Manhattan (1979),Comedy|Drama|Romance
399700,5312,1343,4,963367706,M,25,1,10463,Cape Fear (1991),Thriller
782171,3272,518,1,971257703,M,35,0,08330,"Road to Wellville, The (1994)",Comedy
285917,2302,1722,4,974495381,M,50,12,48104,Tomorrow Never Dies (1997),Action|Romance|Thriller
904606,3894,3694,1,965789138,M,35,16,02139,"Toxic Avenger, Part II, The (1989)",Comedy|Horror
600565,3614,2676,4,966602730,M,25,0,45458,Instinct (1999),Drama|Thriller
815540,5502,1183,5,959798835,M,25,2,66044,"English Patient, The (1996)",Drama|Romance|War
575383,1019,999,3,976057180,M,35,1,60640,2 Days in the Valley (1996),Crime
994347,1714,2737,4,974712986,M,25,17,43212,Assassination (1987),Action
665329,2868,1876,2,972527115,M,35,12,94025,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller
918797,4373,2819,3,965180202,M,50,12,32920,Three Days of the Condor (1975),Thriller
494818,1202,2193,4,985732209,M,35,12,97006,Willow (1988),Action|Adventure|Fantasy
858895,1641,66,1,974714160,M,25,0,95819,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller
698848,2840,3082,4,972572870,M,25,0,60660,"World Is Not Enough, The (1999)",Action|Thriller
131089,5580,1196,5,959289772,M,45,7,01581,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
456334,4508,1286,2,965012975,M,25,20,15701,Somewhere in Time (1980),Drama|Romance
201866,5691,733,5,958599202,M,35,14,66013,"Rock, The (1996)",Action|Adventure|Thriller
538781,148,1220,3,977335325,M,50,17,57747,"Blues Brothers, The (1980)",Action|Comedy|Musical
536159,2016,2529,4,974733429,F,56,2,20783,Planet of the Apes (1968),Action|Sci-Fi
86187,5394,3071,4,981230786,M,18,0,60618,Stand and Deliver (1987),Drama
649167,5046,2542,3,962500684,M,25,16,60614,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
772256,4888,3543,5,962740051,F,56,0,08055,Diner (1982),Comedy|Drama
302816,3371,3267,3,967607588,M,25,2,55405,"Mariachi, El (1992)",Action|Thriller
42889,3721,1,4,966226250,M,25,15,94065,Toy Story (1995),Animation|Children's|Comedy
937262,2752,373,3,973270022,M,25,15,77006,Red Rock West (1992),Thriller
992438,5522,335,4,962508528,M,25,14,02460,"Underneath, The (1995)",Mystery|Thriller
622223,2453,2643,2,982134946,M,25,7,55429,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi
730576,2955,1249,4,971205419,M,35,14,92025,Nikita (La Femme Nikita) (1990),Thriller
835926,3118,3512,4,969407152,M,25,0,77025,Return to Me (2000),Drama|Romance
900682,4227,382,3,965412687,M,25,19,11414-2520,Wolf (1994),Drama|Horror
723244,3669,2416,3,966464022,M,25,14,60148,Back to School (1986),Comedy
886677,1481,1177,4,974839221,M,35,17,77096,Enchanted April (1991),Drama
956900,3391,1855,2,1046189115,M,18,4,48135,Krippendorf's Tribe (1998),Comedy
47021,541,260,5,976124383,F,18,4,5849574,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
424671,2581,1252,5,973888220,M,25,11,60611,Chinatown (1974),Film-Noir|Mystery|Thriller
399926,854,3160,4,975347297,F,25,16,44092,Magnolia (1999),Drama
715625,1448,1438,3,976570467,F,25,3,17522,Dante's Peak (1997),Action|Thriller
713778,4386,2150,4,965230201,M,25,5,74055,"Gods Must Be Crazy, The (1980)",Comedy
39660,4585,2762,4,964324521,M,35,7,30324,"Sixth Sense, The (1999)",Thriller
701557,4071,2367,2,965614226,M,25,17,33823,King Kong (1976),Action|Adventure|Horror
391925,1339,367,5,974780018,M,35,18,85275,"Mask, The (1994)",Comedy|Crime|Fantasy
553306,2909,2040,3,971979267,M,25,7,43228,"Computer Wore Tennis Shoes, The (1970)",Children's|Comedy
922128,1121,1707,2,1022868391,M,56,7,78701,Home Alone 3 (1997),Children's|Comedy
903540,4579,3217,4,969751704,F,18,4,63332,"Star Is Born, A (1937)",Drama
806577,588,2208,4,975934622,F,25,11,23220,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller
257332,1448,2282,5,976123077,F,25,3,17522,Pecker (1998),Comedy|Drama
828974,4946,2467,2,962759733,F,35,1,91106,"Name of the Rose, The (1986)",Mystery
338148,4577,1007,3,964404892,M,35,7,48306,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western
370296,3087,3528,4,970022836,F,1,1,90802,"Prince of Tides, The (1991)",Drama|Romance
604680,1084,1396,3,974933976,M,1,19,03226,Sneakers (1992),Crime|Drama|Sci-Fi
436165,4335,802,4,965239237,M,35,0,74011,Phenomenon (1996),Drama|Romance
92349,3586,1293,3,966692363,M,35,20,60640,Gandhi (1982),Drama
996899,3808,2452,1,965974366,M,25,7,60010,"Gate II: Trespassers, The (1990)",Horror
31016,5722,1097,4,958501844,M,25,20,48103,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
455394,5545,750,5,959491195,F,35,16,98072,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
922748,4327,2672,4,965244677,M,35,17,37221,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
159384,3247,349,4,968303935,M,35,15,92649,Clear and Present Danger (1994),Action|Adventure|Thriller
604227,4395,1608,4,965159402,M,50,6,43402,Air Force One (1997),Action|Thriller
475540,2589,915,4,973866173,M,25,0,19004,Sabrina (1954),Comedy|Romance
191916,5329,2997,4,960837154,F,25,5,91773,Being John Malkovich (1999),Comedy
337300,4738,1296,3,963275602,M,56,1,23608,"Room with a View, A (1986)",Drama|Romance
640163,2015,3662,3,975037139,M,18,4,01003,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller
775342,3521,1381,1,966925238,M,25,0,53213,Grease 2 (1982),Comedy|Musical|Romance
380556,5950,1660,4,957182106,M,25,4,19713,Eve's Bayou (1997),Drama
561999,2853,1288,5,972507162,M,1,1,444555,This Is Spinal Tap (1984),Comedy|Drama|Musical
464505,3947,904,5,965691680,M,25,0,90019,Rear Window (1954),Mystery|Thriller
724256,1591,2792,3,974746029,M,50,7,26501,Airplane II: The Sequel (1982),Comedy
33672,2223,2294,5,975261970,M,25,2,60123,Antz (1998),Animation|Children's
605813,3280,2840,2,968346732,M,25,7,33486,Stigmata (1999),Thriller
924309,3705,2929,4,966286512,M,45,7,30076,Reds (1981),Drama
592520,2611,141,4,973805006,M,25,3,07719,"Birdcage, The (1996)",Comedy
957677,3842,117,5,976515509,F,35,16,92054,"Young Poisoner's Handbook, The (1995)",Crime
918402,1218,254,3,976565819,M,56,15,13207,Jefferson in Paris (1995),Drama
105810,4037,3654,4,965507044,M,50,16,80206,"Guns of Navarone, The (1961)",Action|Drama|War
934256,2929,2519,4,971589327,M,18,2,60614,House on Haunted Hill (1958),Horror
89196,4950,1259,4,962946286,M,25,16,55421,Stand by Me (1986),Adventure|Comedy|Drama
475672,4802,915,5,978959446,M,56,1,40601,Sabrina (1954),Comedy|Romance
494395,5654,2407,4,958846354,M,25,4,95616,Cocoon (1985),Comedy|Sci-Fi
896425,457,18,3,976339331,M,18,4,54703,Four Rooms (1995),Thriller
832060,1579,1895,2,998361762,M,25,0,60201,Can't Hardly Wait (1998),Comedy|Drama|Romance
